,Sale_Price,Longitude,Latitude,Neighborhood,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Bedroom_AbvGr,Bath_AbvGr,Branch_Number
233,230000,-93.675038,42.024673,Clear_Creek,17082,OneFam,Average,8,1981,True,True,Normal,1978,1992,4,3,Branch_3
234,124000,-93.671178,42.023079,Edwards,18600,OneFam,Below_Average,8,1610,True,True,Normal,1938,1990,4,2,Branch_3
236,144500,-93.66357,42.026533,Edwards,11479,OneFam,Good,6,1074,False,True,Normal,1950,1987,3,1,Branch_3
237,129000,-93.667708,42.024208,Edwards,9571,OneFam,Above_Average,6,1144,False,True,Normal,1956,1956,3,1,Branch_3
238,127000,-93.66526,42.025173,Edwards,9350,OneFam,Above_Average,8,1531,False,True,Normal,1947,1979,3,1,Branch_3
239,128000,-93.666097,42.02526,Edwards,9525,OneFam,Good,5,1172,False,True,Normal,1954,1998,3,1,Branch_3
240,186000,-93.6658876,42.0247497,Edwards,10420,OneFam,Average,6,1212,False,True,Normal,2009,2009,3,2,Branch_3
241,308030,-93.665799,42.024126,Edwards,17485,OneFam,Average,5,1508,False,True,Partial,2009,2010,1,1,Branch_3
242,114000,-93.663367,42.025019,Edwards,11200,OneFam,Fair,5,1298,False,True,Normal,1964,1964,3,2,Branch_3
244,178000,-93.685001,42.03374,Sawyer_West,9206,OneFam,Average,7,1732,True,True,Normal,1985,1985,3,3,Branch_3
245,270000,-93.685988,42.032076,Sawyer_West,11980,OneFam,Average,4,1433,False,True,Normal,1987,1987,1,2,Branch_3
246,218000,-93.683167,42.033783,Sawyer_West,12361,OneFam,Good,8,1802,True,True,Normal,1993,1993,3,3,Branch_3
247,236000,-93.682026,42.03068,Sawyer_West,9938,OneFam,Average,8,1949,True,True,Normal,1993,1994,3,3,Branch_3
248,147000,-93.6801568,42.0311198,Sawyer_West,9069,OneFam,Above_Average,5,996,False,True,Normal,1992,1992,2,1,Branch_3
249,245350,-93.69019,42.025747,College_Creek,10475,OneFam,Average,7,1694,False,True,Normal,2008,2008,3,2,Branch_3
250,206000,-93.691269,42.024614,College_Creek,6762,OneFam,Average,6,1208,False,True,Normal,2006,2006,2,2,Branch_3
251,198900,-93.69245,42.024604,College_Creek,10402,OneFam,Average,6,1226,False,True,Normal,2009,2009,3,2,Branch_3
252,187000,-93.692521,42.024604,College_Creek,7360,OneFam,Average,6,1222,False,True,Normal,2010,2010,2,2,Branch_3
253,320000,-93.68329,42.030601,Sawyer_West,12376,OneFam,Average,11,3222,True,True,Normal,1990,1990,5,3,Branch_3
254,138500,-93.6801805,42.0298532,Sawyer_West,14235,OneFam,Very_Good,6,1445,True,True,Normal,1900,1993,3,2,Branch_3
255,155000,-93.682138,42.024318,Clear_Creek,8816,OneFam,Good,6,1052,False,True,Normal,1971,1971,3,1,Branch_3
256,159000,-93.69188,42.021321,College_Creek,11105,OneFam,Average,4,965,False,True,Normal,1996,1996,2,1,Branch_3
257,191000,-93.690542,42.018411,College_Creek,9337,OneFam,Average,8,1692,True,True,Normal,1997,1998,3,3,Branch_3
258,200500,-93.688258,42.01867,College_Creek,8750,OneFam,Average,7,1682,True,True,Normal,1998,1998,3,3,Branch_3
259,150000,-93.68773,42.022186,College_Creek,15240,OneFam,Very_Good,5,1026,False,True,Normal,1977,2004,3,2,Branch_3
260,161750,-93.687807,42.022045,College_Creek,10900,OneFam,Good,6,1392,True,True,Normal,1977,1977,3,2,Branch_3
261,128200,-93.687745,42.021395,College_Creek,10650,OneFam,Above_Average,5,894,False,True,Normal,1976,1976,3,1,Branch_3
262,127000,-93.683727,42.021133,College_Creek,7480,OneFam,Above_Average,5,876,False,True,Normal,1972,1972,3,1,Branch_3
263,318000,-93.687859,42.018662,College_Creek,10389,OneFam,Average,8,1978,False,True,Normal,2003,2003,3,3,Branch_3
264,272000,-93.685523,42.019069,College_Creek,11423,OneFam,Average,6,1601,False,True,Normal,2001,2002,3,2,Branch_3
265,237000,-93.687764,42.016121,College_Creek,9548,OneFam,Above_Average,7,1829,True,True,Normal,2003,2003,3,3,Branch_3
266,240000,-93.680864,42.018721,College_Creek,9375,OneFam,Average,9,2098,True,True,Normal,1997,1997,4,3,Branch_3
267,224900,-93.682686,42.017749,College_Creek,12137,OneFam,Average,6,1661,False,True,Normal,1998,1998,3,2,Branch_3
268,143750,-93.681227,42.016275,College_Creek,4435,TwnhsE,Average,4,848,False,True,Normal,2003,2003,1,1,Branch_3
269,143000,-93.6837,42.016253,College_Creek,4426,TwnhsE,Average,3,848,False,True,Normal,2004,2004,1,1,Branch_3
270,232000,-93.687922,42.01404,College_Creek,10635,OneFam,Average,8,1668,False,True,Normal,2003,2003,3,2,Branch_3
271,213000,-93.684015,42.014092,College_Creek,8400,OneFam,Average,7,1484,False,True,Normal,2004,2005,3,2,Branch_3
272,185500,-93.685961,42.014023,College_Creek,8773,OneFam,Average,6,1414,False,True,Normal,2004,2004,3,2,Branch_3
273,84900,-93.6783313,42.0203585,Edwards,8777,OneFam,Above_Average,5,640,False,True,Normal,1945,2007,2,1,Branch_3
275,100000,-93.677553,42.021041,Edwards,9825,Duplex,Average,8,1664,False,False,Normal,1965,1965,4,2,Branch_3
276,144000,-93.677545,42.020635,Edwards,10044,OneFam,Above_Average,6,1196,False,True,Normal,1968,1968,3,1,Branch_3
278,125200,-93.675268,42.020306,Edwards,6305,OneFam,Above_Average,5,1096,False,True,Normal,1975,1975,3,1,Branch_3
280,90000,-93.6663375,42.019629,Edwards,6410,OneFam,Average,5,960,False,False,Normal,1958,1958,3,1,Branch_3
281,140000,-93.66751,42.020196,Edwards,8546,OneFam,Average,5,1121,False,True,Normal,2003,2004,2,2,Branch_3
282,113000,-93.664841,42.021793,Edwards,8741,OneFam,Below_Average,7,1487,True,True,Normal,1945,1950,3,2,Branch_3
283,80000,-93.660168,42.021583,Edwards,12180,TwoFmCon,Below_Average,5,924,True,True,Normal,1941,1950,2,1,Branch_3
284,144500,-93.661944,42.017726,Edwards,8562,OneFam,Above_Average,7,1526,False,True,Normal,1957,2002,4,1,Branch_3
285,104000,-93.655762,42.022674,South_and_West_of_Iowa_State_University,4853,OneFam,Above_Average,5,1296,False,True,Normal,1924,1999,2,2,Branch_4
286,128000,-93.655653,42.022702,South_and_West_of_Iowa_State_University,6858,OneFam,Below_Average,6,1647,True,True,Normal,1915,1950,4,2,Branch_4
287,58500,-93.656718,42.022089,Edwards,8212,OneFam,Fair,5,864,False,True,Normal,1914,1950,2,1,Branch_3
288,127000,-93.650321,42.017737,South_and_West_of_Iowa_State_University,5000,OneFam,Above_Average,6,1691,True,True,Normal,1924,1950,3,2,Branch_4
289,126000,-93.6514413,42.0177987,South_and_West_of_Iowa_State_University,7890,OneFam,Above_Average,4,856,False,True,Normal,1939,1950,2,1,Branch_4
290,160000,-93.6507568,42.0163944,South_and_West_of_Iowa_State_University,7200,Duplex,Above_Average,10,2650,True,False,Normal,1967,1967,6,3,Branch_4
291,100000,-93.64678,42.019091,South_and_West_of_Iowa_State_University,9839,OneFam,Poor,7,1666,True,False,Normal,1931,1950,3,1,Branch_4
292,169000,-93.646683,42.019093,South_and_West_of_Iowa_State_University,9638,OneFam,Good,10,2447,True,True,Normal,1919,1990,4,2,Branch_4
293,257500,-93.640041,42.016226,Crawford,10452,OneFam,Above_Average,8,2133,True,True,Normal,1941,1985,4,2,Branch_4
294,215000,-93.639781,42.014937,Crawford,15600,Duplex,Above_Average,11,2177,True,True,Normal,1950,1991,5,3,Branch_4
295,266500,-93.642793,42.014682,Crawford,9042,OneFam,Excellent,9,2340,True,True,Normal,1941,2006,4,2,Branch_4
296,335000,-93.639678,42.011005,Crawford,17500,OneFam,Very_Good,7,1902,False,True,Normal,1959,2002,3,2,Branch_4
297,203135,-93.645014,42.010606,Crawford,19645,OneFam,Above_Average,6,1652,True,True,Normal,1994,2007,3,3,Branch_4
298,185000,-93.645701,42.009345,Blueste,3907,TwnhsE,Above_Average,4,1034,False,True,Normal,1989,1989,1,1,Branch_4
299,162500,-93.645729,42.009337,Blueste,3907,TwnhsE,Average,5,1191,False,True,Normal,1989,1989,2,2,Branch_4
300,289000,-93.641677,42.010797,Crawford,15602,OneFam,Very_Good,6,1801,False,True,Normal,1959,1997,1,2,Branch_4
301,125500,-93.625291,42.022772,Iowa_DOT_and_Rail_Road,5436,OneFam,Very_Good,7,1154,True,True,Normal,1922,2007,3,1,Branch_4
302,82000,-93.629496,42.021414,Iowa_DOT_and_Rail_Road,8154,OneFam,Average,4,540,False,True,Normal,1941,1950,1,1,Branch_4
303,110000,-93.626689,42.021474,Iowa_DOT_and_Rail_Road,9140,OneFam,Average,5,1107,True,True,Normal,1921,1975,2,1,Branch_4
308,246000,-93.615993,42.008687,Crawford,3811,TwnhsE,Average,5,1646,False,True,Normal,2004,2005,2,2,Branch_4
309,254900,-93.604947,41.99706,Mitchell,11050,OneFam,Average,8,1916,True,True,Normal,1998,1999,3,3,Branch_4
310,190000,-93.602823,41.997052,Mitchell,9620,OneFam,Good,6,1285,False,True,Normal,1977,1977,3,2,Branch_4
311,201000,-93.603972,41.996065,Mitchell,9196,OneFam,Average,7,1560,False,True,Normal,2003,2003,3,2,Branch_4
312,169900,-93.600797,41.994784,Mitchell,12328,OneFam,Average,6,1034,False,True,Normal,1976,1976,3,1,Branch_4
313,170000,-93.602002,41.994013,Mitchell,12760,Duplex,Average,9,2048,False,True,Normal,1976,1976,5,3,Branch_4
314,160000,-93.657894,41.997741,Timberland,57200,OneFam,Average,7,1687,False,True,Normal,1948,1950,3,1,Branch_4
315,220000,-93.649203,41.995346,Timberland,11896,OneFam,Average,6,1346,False,True,Normal,2008,2008,3,2,Branch_4
316,179781,-93.649201,41.995278,Timberland,9803,OneFam,Average,6,1214,False,True,Partial,2009,2010,2,2,Branch_4
317,174000,-93.649096,41.994284,Timberland,9802,OneFam,Average,7,1444,True,True,Normal,2006,2007,3,3,Branch_4
318,269500,-93.649471,41.99353,Timberland,12003,OneFam,Average,8,1968,True,True,Partial,2009,2010,4,3,Branch_4
319,214900,-93.647645,41.995489,Timberland,11316,OneFam,Average,8,1894,True,True,Normal,2002,2003,4,3,Branch_4
320,202900,-93.646814,41.99435,Timberland,14191,OneFam,Average,9,1908,True,True,Normal,2002,2002,4,3,Branch_4
321,378500,-93.652495,41.992989,Timberland,13214,OneFam,Average,10,2018,False,True,Normal,2008,2009,3,2,Branch_4
322,169000,-93.60743,41.99321,Mitchell,15300,OneFam,Average,7,1264,False,True,Normal,1965,1977,2,1,Branch_4
323,173500,-93.608372,41.990934,Mitchell,10114,OneFam,Average,7,1430,False,True,Normal,2004,2005,3,2,Branch_4
324,139000,-93.607622,41.993253,Mitchell,9400,Duplex,Average,8,1824,True,False,Normal,1971,1971,4,4,Branch_4
325,166500,-93.608223,41.991004,Mitchell,11875,OneFam,Average,7,1344,False,True,Normal,1999,1999,3,2,Branch_4
326,83500,-93.60359,41.991861,Meadow_Village,1974,TwnhsE,Average,6,1092,True,True,Normal,1973,1973,3,2,Branch_4
327,119500,-93.604318,41.991758,Meadow_Village,2394,Twnhs,Above_Average,5,945,False,True,Normal,1973,1973,2,1,Branch_4
328,85000,-93.604425,41.991876,Meadow_Village,2592,TwnhsE,Fair,4,1112,True,True,Normal,1976,1976,3,2,Branch_4
329,76000,-93.603435,41.992212,Meadow_Village,1476,Twnhs,Good,5,1092,True,False,Normal,1970,1970,3,2,Branch_4
330,75500,-93.60359,41.992119,Meadow_Village,1491,TwnhsE,Above_Average,3,630,False,False,Normal,1972,1972,1,1,Branch_4
331,88250,-93.601806,41.9917,Meadow_Village,1900,TwnhsE,Below_Average,5,1092,True,False,Normal,1970,1970,3,2,Branch_4
332,85500,-93.603398,41.991824,Meadow_Village,1890,TwnhsE,Above_Average,5,1092,True,True,Normal,1972,1972,3,2,Branch_4
333,130000,-93.601449,41.991558,Mitchell,6953,OneFam,Good,5,874,False,True,Normal,1971,2004,3,1,Branch_4
334,157900,-93.606856,41.988729,Mitchell,26142,OneFam,Good,6,1188,False,True,Normal,1962,1962,3,1,Branch_4
335,149900,-93.6035354,41.9889358,Mitchell,12887,OneFam,Good,5,833,False,True,Normal,1984,1984,2,1,Branch_4
336,159000,-93.6030339,41.98766,Mitchell,7700,Duplex,Poor,10,2432,True,True,Normal,1985,1986,4,6,Branch_4
337,136000,-93.600582,41.986647,Mitchell,10475,OneFam,Average,6,1274,True,True,Normal,1991,1991,3,2,Branch_4
338,161000,-93.599791,41.9913,Mitchell,10544,OneFam,Average,8,1479,True,True,Normal,1969,1969,5,2,Branch_4
339,285000,-93.600006,41.989848,Mitchell,9892,OneFam,Average,6,1803,False,True,Normal,1994,1995,3,3,Branch_4
340,231000,-93.600147,41.989185,Mitchell,12961,OneFam,Average,7,1797,True,True,Normal,1993,1994,3,3,Branch_4
341,124500,-93.6188955,42.0530363,North_Ames,13008,OneFam,Average,5,882,False,True,Normal,1956,1956,2,1,Branch_2
342,157000,-93.619562,42.05139,North_Ames,10200,OneFam,Average,7,1434,False,True,Normal,1974,1974,4,2,Branch_2
343,345000,-93.615524,42.049322,North_Ames,13860,OneFam,Good,9,2704,True,True,Normal,1972,1995,4,3,Branch_2
344,189500,-93.639388,42.059956,Gilbert,10179,OneFam,Average,7,1608,True,True,Normal,1997,1997,3,3,Branch_1
345,270000,-93.639915,42.063294,Gilbert,11792,OneFam,Average,9,2283,True,True,Normal,2003,2003,4,3,Branch_1
346,189000,-93.6364,42.060896,Gilbert,8400,OneFam,Average,7,1628,True,True,Normal,1996,1997,3,3,Branch_1
347,377500,-93.635838,42.062956,Gilbert,14892,OneFam,Average,7,1746,False,True,Normal,2006,2007,3,2,Branch_1
348,168500,-93.637442,42.060598,Gilbert,8530,OneFam,Average,7,1474,True,True,Normal,1995,1996,3,3,Branch_1
349,375000,-93.634265,42.062903,Stone_Brook,7296,TwnhsE,Average,8,2522,False,True,Normal,2004,2005,1,2,Branch_1
350,278000,-93.633739,42.061981,Stone_Brook,5664,TwnhsE,Average,5,1659,False,True,Normal,2000,2000,2,2,Branch_1
351,240000,-93.633547,42.061633,Stone_Brook,7380,OneFam,Average,5,1478,False,True,Normal,1998,1998,2,2,Branch_1
352,239500,-93.633024,42.061178,Stone_Brook,8013,TwnhsE,Average,6,1734,False,True,Normal,1995,1996,2,2,Branch_1
353,177500,-93.63921,42.059283,Gilbert,8923,OneFam,Average,7,1382,True,True,Normal,1998,1998,3,3,Branch_1
354,185000,-93.639069,42.059129,Gilbert,10141,OneFam,Average,7,1718,True,True,Normal,1998,1998,3,3,Branch_1
355,191000,-93.639069,42.059161,Gilbert,7500,OneFam,Average,7,1636,True,True,Normal,1998,1999,3,3,Branch_1
356,178000,-93.636955,42.058274,Gilbert,7837,OneFam,Good,7,1571,True,True,Normal,1993,1994,3,3,Branch_1
357,185000,-93.637046,42.058059,Gilbert,9765,OneFam,Very_Good,6,1470,True,True,Normal,1993,1993,3,3,Branch_1
358,181316,-93.637671,42.059645,Gilbert,8803,OneFam,Average,7,1516,True,True,Normal,1994,1995,3,3,Branch_1
359,166000,-93.635824,42.058194,Gilbert,7250,OneFam,Average,6,1190,False,True,Normal,1993,1993,3,2,Branch_1
360,178000,-93.635753,42.05793,Gilbert,9636,OneFam,Average,7,1593,True,True,Normal,1992,1993,3,3,Branch_1
361,174000,-93.636822,42.058173,Gilbert,8125,OneFam,Average,6,1481,True,True,Normal,1994,1995,3,3,Branch_1
362,173000,-93.636047,42.057854,Gilbert,9248,OneFam,Above_Average,6,1167,False,True,Normal,1992,1992,3,2,Branch_1
363,225000,-93.639325,42.058201,Gilbert,10762,OneFam,Average,9,1983,True,True,Normal,1999,1999,3,3,Branch_1
364,180500,-93.634644,42.058747,Gilbert,11851,OneFam,Average,5,1442,False,True,Normal,1990,1990,3,2,Branch_1
366,501837,-93.627751,42.060265,Stone_Brook,17423,OneFam,Average,9,2234,False,True,Partial,2008,2009,1,2,Branch_1
367,372500,-93.628639,42.059817,Stone_Brook,11844,OneFam,Average,7,2046,False,True,Partial,2008,2008,3,3,Branch_1
368,260000,-93.629357,42.058439,Stone_Brook,16158,OneFam,Average,7,1530,False,True,Normal,2005,2005,3,2,Branch_1
369,185000,-93.623975,42.056796,Gilbert,11900,OneFam,Above_Average,6,1934,True,True,Normal,1977,1977,3,3,Branch_1
370,260000,-93.637343,42.053532,Northwest_Ames,13005,OneFam,Good,10,2353,True,True,Normal,1980,1980,4,3,Branch_2
371,181000,-93.636512,42.055408,Northwest_Ames,17043,OneFam,Average,7,1586,False,True,Normal,1979,1998,3,2,Branch_2
373,215000,-93.632417,42.055572,Northwest_Ames,16635,OneFam,Good,8,1602,False,True,Normal,1977,2000,3,2,Branch_2
375,200000,-93.63745,42.052507,Northwest_Ames,10928,OneFam,Above_Average,7,1671,False,True,Normal,1978,1986,3,2,Branch_2
376,249000,-93.638366,42.052102,Northwest_Ames,12388,OneFam,Good,9,2673,True,True,Normal,1980,1991,4,3,Branch_2
377,187500,-93.634212,42.052719,Northwest_Ames,14115,OneFam,Average,6,1472,False,True,Normal,1980,1980,3,2,Branch_2
378,184000,-93.637043,42.05288,Northwest_Ames,11088,OneFam,Average,7,1707,False,True,Normal,1978,1998,3,2,Branch_2
379,278000,-93.633796,42.052915,Northwest_Ames,9600,OneFam,Average,9,2524,False,True,Normal,1981,1981,4,3,Branch_2
382,197500,-93.635919,42.049394,Northwest_Ames,10304,OneFam,Good,9,1868,True,True,Normal,1976,1976,4,3,Branch_2
383,240900,-93.639516,42.049106,Somerset,7000,OneFam,Average,7,1884,True,True,Normal,2003,2003,3,3,Branch_1
384,263435,-93.639511,42.051619,Somerset,8004,OneFam,Average,8,1935,True,True,Partial,2009,2009,3,3,Branch_1
385,220000,-93.6392308,42.0503771,Somerset,7500,OneFam,Average,7,1874,True,True,Normal,2000,2001,3,3,Branch_1
386,235000,-93.639366,42.049406,Somerset,8470,OneFam,Average,7,1811,True,True,Normal,2002,2002,3,3,Branch_1
387,213000,-93.632915,42.053166,Northwest_Ames,9373,OneFam,Good,7,1621,False,True,Normal,1975,1975,3,2,Branch_2
388,167900,-93.632178,42.052355,Northwest_Ames,10140,OneFam,Above_Average,6,1116,False,True,Normal,1974,1974,3,2,Branch_2
389,158000,-93.630253,42.052448,Northwest_Ames,11050,OneFam,Average,5,1193,False,True,Normal,1975,1975,3,2,Branch_2
390,165000,-93.631432,42.05267,Northwest_Ames,10140,OneFam,Average,7,1350,False,True,Normal,1974,1974,3,2,Branch_2
392,136000,-93.625856,42.056398,North_Ames,9000,Duplex,Average,8,1792,True,False,Normal,1974,1974,4,4,Branch_2
393,148500,-93.626554,42.054626,North_Ames,8750,OneFam,Above_Average,5,1002,False,True,Normal,1970,1970,3,1,Branch_2
394,156000,-93.628707,42.055228,North_Ames,7930,OneFam,Very_Good,5,1026,False,True,Normal,1969,2005,3,1,Branch_2
395,128000,-93.626603,42.055184,North_Ames,7830,OneFam,Average,6,1180,False,True,Normal,1970,1970,2,2,Branch_2
396,143000,-93.62655,42.055154,North_Ames,8510,OneFam,Good,6,1050,False,True,Normal,1971,1971,3,2,Branch_2
398,120500,-93.625657,42.053306,North_Ames,6960,OneFam,Above_Average,5,864,False,True,Normal,1970,1970,3,1,Branch_2
399,124500,-93.625542,42.053307,North_Ames,8120,OneFam,Good,5,864,False,True,Normal,1970,1970,3,1,Branch_2
401,130000,-93.6223289,42.056461,North_Ames,9000,OneFam,Good,5,864,False,True,Normal,1971,2006,3,1,Branch_2
402,111000,-93.627396,42.052758,Briardale,1680,Twnhs,Average,5,987,True,True,Normal,1973,1973,2,2,Branch_2
403,125000,-93.628119,42.052338,Briardale,2368,TwnhsE,Above_Average,7,1365,True,True,Normal,1970,1970,3,2,Branch_2
405,97000,-93.629456,42.051661,Briardale,1680,Twnhs,Above_Average,5,987,True,True,Normal,1972,1972,2,2,Branch_2
406,118000,-93.629851,42.051823,Briardale,1680,Twnhs,Very_Good,5,987,True,True,Normal,1972,2007,2,2,Branch_2
407,119500,-93.629881,42.051822,Briardale,1680,Twnhs,Good,6,1302,True,True,Normal,1972,1972,3,3,Branch_2
408,143750,-93.627244,42.050615,Northpark_Villa,4928,TwnhsE,Above_Average,5,958,False,True,Normal,1976,1976,2,2,Branch_2
409,146000,-93.624729,42.050705,Northpark_Villa,2308,TwnhsE,Average,7,1548,True,True,Normal,1976,1976,3,3,Branch_2
410,148500,-93.624748,42.050705,Northpark_Villa,2280,Twnhs,Above_Average,7,1456,True,True,Normal,1976,1976,3,3,Branch_2
411,123000,-93.625945,42.050682,Northpark_Villa,2280,Twnhs,Average,4,1055,False,True,Normal,1975,1975,2,2,Branch_2
412,147000,-93.625918,42.050533,Northpark_Villa,2308,TwnhsE,Average,6,1322,True,True,Normal,1974,1974,3,3,Branch_2
413,137900,-93.625846,42.050213,Northpark_Villa,2349,Twnhs,Average,6,1456,True,True,Normal,1977,1977,3,3,Branch_2
414,147000,-93.625688,42.05009,Northpark_Villa,2364,TwnhsE,Average,7,1548,True,True,Normal,1978,1978,3,3,Branch_2
415,148500,-93.62569,42.050134,Northpark_Villa,2289,Twnhs,Above_Average,7,1441,True,True,Normal,1978,1978,3,3,Branch_2
416,138000,-93.625696,42.050222,Northpark_Villa,2364,TwnhsE,Average,6,1456,True,True,Normal,1978,1978,3,3,Branch_2
417,128500,-93.625707,42.050397,Northpark_Villa,2104,TwnhsE,Above_Average,5,836,False,True,Normal,1976,1976,2,1,Branch_2
418,100000,-93.6256036,42.0488934,North_Ames,7150,OneFam,Average,5,892,False,True,Normal,1967,1967,3,1,Branch_2
419,148800,-93.626521,42.048486,North_Ames,10710,OneFam,Good,5,1120,False,True,Normal,1966,2004,3,1,Branch_2
420,337500,-93.658877,42.0623099,Northridge_Heights,12456,OneFam,Average,7,1718,False,True,Normal,2006,2007,3,2,Branch_1
421,462000,-93.6562749,42.063304,Northridge_Heights,14257,OneFam,Average,10,2772,True,True,Normal,2007,2007,4,4,Branch_1
422,485000,-93.652716,42.063025,Northridge_Heights,13518,OneFam,Average,11,3140,True,True,Partial,2008,2009,4,4,Branch_1
423,555000,-93.657828,42.061902,Northridge_Heights,15431,OneFam,Average,10,2402,False,True,Normal,2008,2008,2,2,Branch_1
424,325000,-93.657483,42.06128,Northridge_Heights,13173,OneFam,Average,6,1652,False,True,Normal,2006,2007,2,2,Branch_1
425,256300,-93.654241,42.062991,Northridge_Heights,14230,OneFam,Average,7,1600,False,True,Normal,2007,2007,3,2,Branch_1
426,253293,-93.654144,42.062992,Northridge_Heights,12704,OneFam,Average,8,2042,False,True,Partial,2008,2009,3,3,Branch_1
427,398800,-93.653955,42.062994,Northridge_Heights,12350,OneFam,Average,8,2690,True,True,Partial,2009,2009,3,3,Branch_1
428,335000,-93.652863,42.062942,Northridge_Heights,11308,OneFam,Average,10,2184,True,True,Normal,2008,2008,3,3,Branch_1
429,404000,-93.654439,42.062258,Northridge_Heights,12350,OneFam,Average,7,2020,False,True,Normal,2008,2008,3,2,Branch_1
430,402861,-93.654567,42.062257,Northridge_Heights,12220,OneFam,Average,9,2020,False,True,Partial,2009,2009,3,3,Branch_1
431,451950,-93.658224,42.062776,Northridge_Heights,13478,OneFam,Average,10,2296,True,True,Normal,2008,2008,3,3,Branch_1
432,610000,-93.657835,42.062789,Northridge_Heights,13693,OneFam,Average,8,2674,False,True,Normal,2007,2007,2,3,Branch_1
433,582933,-93.657049,42.0623985,Northridge_Heights,13891,OneFam,Average,12,2822,True,True,Partial,2008,2009,4,4,Branch_1
434,360000,-93.654437,42.062108,Northridge_Heights,11578,OneFam,Average,7,1736,False,True,Normal,2008,2008,3,2,Branch_1
